,,Lowes.com,,,,,,,,,,,,,,,,
,MODEL MATCH,BRAND,MODEL NUMBER,MSRP,MAP,MODEL CHECKED,MSRP CHECK,PRICE CHECK,NET PRICE CHECK,AVAILABLE CHECK,NEXT AVAILABLE CHECK,ETA CHECK,Collected @,Status,MSRP Difference,,Status,Mean
,FALSE,GE APPLIANCES,JV347XBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JV347HBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JV327XWH,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JV327XCT,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JV248PSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JV247PWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTS5000FNDS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JTS5000FNDS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTS5000DNWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JTS5000BNTS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTS3000DNBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTS10DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP90WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP90DPCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP90DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP86WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP86SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP86BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP75WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP75DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP70SPSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP70CMCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP70BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP56BDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP55SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP55DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP55BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP50SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP45WDWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP45CDCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP45BDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP35SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP35BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP31SRSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP30SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP30DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP30BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP28SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP28CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP20SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP18SDSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP18BDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP15SDSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTP15BDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JTD915WKWWC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTD915WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTD915CKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JTD915BFBBC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTD910BBBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTD5000FNDS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JTD5000DNWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT965SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT965BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT955WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JT955SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT952BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT930WHWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT930BHBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT912WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT912SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT912CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT5500FMDS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT5500EJES,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT5500DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES CANADA,JT5000EJES,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT5000DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT3500DFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JT3500DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JSP46DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP970TKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP970SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP970KKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP3530DJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP350WCWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP350TCWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP350SCSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JP350KCCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JNM1541MNSA,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP75SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP75DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP75DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP75BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70SPSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP70BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55SPSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55DPCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55CMCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP55BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP50SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP48WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP48CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP48BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35SPSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP35BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30WMWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30SPSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30SMSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30DPWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30DPCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30CMCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP30BMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP28WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP28SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP28BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP25SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP20WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP20CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP20BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP18WDWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP18SDSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP18CDCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKP18BDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915WKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915CKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915BKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD915BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD5000ENES,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JKD3000DNBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK955WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK955SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK955SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK955CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK955BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK915WFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK915SKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK915SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK915CFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK915BFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5500SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5500DFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5500DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5000SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5000DFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK5000DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3800DHBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3500SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3500DFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3500DFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3500DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3000SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3000DFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3000DFCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK3000DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK1000SFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JK1000DFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSS05DEMBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSS05BEHBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP48WHWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP48SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP48CHCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP48BHBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP42SETSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP42DETWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP42DETBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28SENSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28DENWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28DENCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28DENBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP28BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP23WEYWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP23CEYCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGSP23BEYBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968THWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968TEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968SHSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968KHCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968KEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968BHBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS968BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS905TEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS905SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS905KEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS905BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760FELDS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760EELES,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760DPBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760DELWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760DELBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS760BELTS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS750SEFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS750EEFES,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS750DEFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS750DEFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS650SEFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS650DEFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGS650DEFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGRS06BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGRP20BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP990WELWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP990SELSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP990BELBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989TKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989TCWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989KKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989KCCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989BKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP989BCBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP985WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP985SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP985BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP979WEFWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP979SEFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP979BEFBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP975WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP975SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP975CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP975BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP970TEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP970SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP970KEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP970BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963CEJCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP963BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP962TECWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP962SECSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP962KEDCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP962BECBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP960SEDSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP945WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP945SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP945CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP945BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP940TEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP940SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP940KEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP940BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933WECWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933SEFSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933SECSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933CEJCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933CECCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP933BECBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP932TECWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP932SECSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP932KEDCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP932CECCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP932BECBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP930SEDSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP637WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP637SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP637CEJCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP637BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP636WEDWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP636CEDCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP636BEDBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP633SETSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP633DETWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP633DETBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP630WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP630SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP630CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP630BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628WEKWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628WECWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628SEKSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628CEKCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628CEJCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628CECCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628BEKBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628BEJBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP628BECBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP5536SLSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP5530DLBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP389WEVWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP389BEVBB,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP3530SLSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP337WEJWW,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP337SEJSS,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP337CEJCC,,,,,,,,,,,No Record Found,,,,
,FALSE,GE APPLIANCES,JGP337BEJBB,,,,,,,,,,,No Record Found,,,,
